date,ticker,stock_name,stock_group,close,prob_up,prob_down,ml_signal,future_return,daily_return,atr_14,risk_budget,entry_price,stop_loss,risk_per_share,take_profit,position_size,position_value,portfolio_weight
2026-06-01,6806.TW,森崴能源,綠能環保,7.380000114440918,0.5638631580860555,0.43613684191394453,HOLD,,0.09985097950595123,1.0707143715449743,10000.0,7.380000114440918,5.23857137135097,2.141428743089948,11.662857600620814,0,0.0,0.0
2026-06-01,2356.TW,英業達,AI伺服器組裝,77.19999694824219,0.5441925056785577,0.4558074943214423,HOLD,,0.09971510404994799,4.492857251848493,10000.0,77.19999694824219,68.2142824445452,8.985714503696983,95.17142595563615,0,0.0,0.0
2026-06-01,6116.TW,彩晶,面板顯示,18.799999237060547,0.5431461084332443,0.4568538915667557,HOLD,,0.09941513553607928,1.1257142339433943,10000.0,18.799999237060547,16.548570769173757,2.2514284678867895,23.302856172834126,0,0.0,0.0
2026-06-01,3665.TW,貿聯-KY,汽車車電,2120.0,0.5347293213535101,0.46527067864648985,HOLD,,0.01678657074340517,182.85714285714286,10000.0,2120.0,1754.2857142857142,365.7142857142858,2851.4285714285716,0,0.0,0.0
2026-06-01,3481.TW,群創,面板顯示,56.099998474121094,0.533240914432894,0.466759085567106,HOLD,,0.09999997008080586,4.350000108991351,10000.0,56.099998474121094,47.39999825613839,8.700000217982705,73.4999989100865,0,0.0,0.0
2026-06-01,2324.TW,仁寶,AI伺服器組裝,40.349998474121094,0.5302282766091968,0.4697717233908032,HOLD,,0.09945497643878798,2.1500002997262135,10000.0,40.349998474121094,36.04999787466867,4.300000599452424,48.94999967302594,0,0.0,0.0
2026-06-01,2492.TW,華新科,消費電子工控,416.0,0.5249563407111555,0.4750436592888445,HOLD,,0.055837563451776706,26.178571428571427,10000.0,416.0,363.64285714285717,52.35714285714283,520.7142857142857,0,0.0,0.0
2026-06-01,6282.TW,康舒,電源電力,65.80000305175781,0.520236942757009,0.47976305724299095,HOLD,,0.09849751879104551,4.021428516932896,10000.0,65.80000305175781,57.75714601789202,8.042857033865793,81.8857171194894,0,0.0,0.0
2026-06-01,2368.TW,金像電,PCB載板,1325.0,0.5186405634084421,0.4813594365915579,HOLD,,0.0037878787878788955,98.21428571428571,10000.0,1325.0,1128.5714285714287,196.42857142857133,1717.8571428571427,0,0.0,0.0
2026-06-01,3363.TWO,上詮,網通光通訊,809.0,0.5184375411993337,0.4815624588006663,HOLD,,0.015056461731492998,56.857142857142854,10000.0,809.0,695.2857142857143,113.71428571428567,1036.4285714285713,0,0.0,0.0
2026-06-01,2408.TW,南亞科,記憶體,381.5,0.5173574279753773,0.4826425720246227,HOLD,,0.09942363112391939,26.607142857142858,10000.0,381.5,328.2857142857143,53.21428571428572,487.92857142857144,0,0.0,0.0
2026-06-01,1303.TW,南亞,原物料塑化鋼鐵,107.5,0.5166098188745792,0.48339018112542076,HOLD,,0.09582060827818095,5.264284951346261,10000.0,107.5,96.97143009730748,10.528569902692524,128.55713980538505,0,0.0,0.0
2026-06-01,6442.TW,光聖,網通光通訊,1885.0,0.5164568109177551,0.4835431890822449,HOLD,,0.021680216802167918,161.07142857142858,10000.0,1885.0,1562.857142857143,322.1428571428571,2529.285714285714,0,0.0,0.0
2026-06-01,3231.TW,緯創,AI伺服器組裝,174.0,0.5155748307603389,0.48442516923966106,HOLD,,0.09779179810725558,6.678571428571429,10000.0,174.0,160.64285714285714,13.357142857142861,200.71428571428572,0,0.0,0.0
2026-06-01,4979.TWO,華星光,網通光通訊,650.0,0.5151815941422594,0.4848184058577406,HOLD,,0.04166666666666674,50.642857142857146,10000.0,650.0,548.7142857142857,101.28571428571433,852.5714285714287,0,0.0,0.0
2026-06-01,2601.TW,益航,航運物流,5.760000228881836,0.5143233841244664,0.48567661587553357,HOLD,,0.09923673291548818,0.19000005722045898,10000.0,5.760000228881836,5.380000114440918,0.38000011444091797,6.520000457763672,0,0.0,0.0
2026-06-01,3189.TW,景碩,PCB載板,774.0,0.51315937490922,0.48684062509077997,HOLD,,0.06172839506172845,51.82142857142857,10000.0,774.0,670.3571428571429,103.64285714285711,981.2857142857142,0,0.0,0.0
2026-06-01,4958.TW,臻鼎-KY,PCB載板,548.0,0.5121299827887993,0.4878700172112007,HOLD,,0.06407766990291264,39.32142857142857,10000.0,548.0,469.3571428571429,78.64285714285711,705.2857142857142,0,0.0,0.0
2026-06-01,2344.TW,華邦電,記憶體,168.0,0.5117698338654264,0.4882301661345736,HOLD,,0.06329113924050622,11.964285714285714,10000.0,168.0,144.07142857142858,23.928571428571416,215.85714285714283,0,0.0,0.0
2026-06-01,3711.TW,日月光投控,AI半導體,601.0,0.5115932399753492,0.4884067600246508,HOLD,,-0.016366612111292977,36.892857142857146,10000.0,601.0,527.2142857142857,73.78571428571433,748.5714285714287,0,0.0,0.0
2026-06-01,6214.TW,精誠,軟體資安,144.0,0.5113810379191012,0.48861896208089883,HOLD,,0.0992366412213741,3.8214285714285716,10000.0,144.0,136.35714285714286,7.642857142857139,159.28571428571428,0,0.0,0.0
2026-06-01,6805.TW,富世達,散熱液冷,2120.0,0.5102963816511612,0.4897036183488388,HOLD,,0.09844559585492219,113.92857142857143,10000.0,2120.0,1892.142857142857,227.8571428571429,2575.714285714286,0,0.0,0.0
2026-06-01,2345.TW,智邦,網通光通訊,2510.0,0.510136204742752,0.489863795257248,HOLD,,0.03292181069958855,149.28571428571428,10000.0,2510.0,2211.4285714285716,298.57142857142844,3107.142857142857,0,0.0,0.0
2026-06-01,2382.TW,廣達,AI伺服器組裝,372.5,0.5101067050022485,0.48989329499775147,HOLD,,0.09882005899705004,15.928571428571429,10000.0,372.5,340.64285714285717,31.857142857142833,436.21428571428567,0,0.0,0.0
2026-06-01,3443.TW,創意,AI半導體,4655.0,0.5099522493160269,0.4900477506839731,HOLD,,-0.0032119914346895317,459.64285714285717,10000.0,4655.0,3735.714285714286,919.2857142857142,6493.571428571428,0,0.0,0.0
2026-06-01,2327.TW,國巨,消費電子工控,790.0,0.5093464304101378,0.49065356958986217,HOLD,,0.07046070460704601,51.535714285714285,10000.0,790.0,686.9285714285714,103.07142857142856,996.1428571428571,0,0.0,0.0
2026-06-01,2449.TW,京元電子,AI半導體,318.0,0.5092655079241123,0.4907344920758877,HOLD,,-0.03196347031963476,18.392857142857142,10000.0,318.0,281.2142857142857,36.78571428571428,391.57142857142856,0,0.0,0.0
2026-06-01,2377.TW,微星,消費電子工控,141.5,0.5087433327840318,0.49125666721596817,HOLD,,0.08015267175572527,7.857142857142857,10000.0,141.5,125.78571428571429,15.714285714285708,172.92857142857142,0,0.0,0.0
2026-06-01,2357.TW,華碩,消費電子工控,837.0,0.5074900870668955,0.49250991293310453,HOLD,,0.09986859395532188,30.642857142857142,10000.0,837.0,775.7142857142857,61.285714285714334,959.5714285714287,0,0.0,0.0
2026-06-01,2468.TW,華經,軟體資安,36.5,0.507370223278246,0.492629776721754,HOLD,,0.09939756509717546,1.1678574425833566,10000.0,36.5,34.164285114833284,2.335714885166716,41.17142977033343,0,0.0,0.0
2026-06-01,8046.TW,南電,PCB載板,905.0,0.5071865745100821,0.4928134254899179,HOLD,,0.06721698113207553,62.214285714285715,10000.0,905.0,780.5714285714286,124.42857142857144,1153.857142857143,0,0.0,0.0
2026-06-01,3015.TW,全漢,電源電力,55.20000076293945,0.5063117992313656,0.4936882007686344,HOLD,,0.09960159211175323,1.6071425846644811,10000.0,55.20000076293945,51.98571559361049,3.21428516932896,61.62857110159737,0,0.0,0.0
2026-06-01,3324.TWO,雙鴻,散熱液冷,1145.0,0.5051726995076133,0.49482730049238666,HOLD,,0.07511737089201875,54.142857142857146,10000.0,1145.0,1036.7142857142858,108.28571428571422,1361.5714285714284,0,0.0,0.0
2026-06-01,2301.TW,光寶科,電源電力,234.5,0.5051417096194203,0.4948582903805797,HOLD,,0.0,14.035714285714286,10000.0,234.5,206.42857142857142,28.071428571428584,290.64285714285717,0,0.0,0.0
2026-06-01,2605.TW,新興,航運物流,33.20000076293945,0.5039094443145662,0.4960905556854338,HOLD,,0.0993377458348117,1.2357146399361747,10000.0,33.20000076293945,30.728571483067103,2.47142927987235,38.14285932268415,0,0.0,0.0
2026-06-01,2752.TWO,豆府,觀光餐飲,171.0,0.5039053286158054,0.4960946713841946,HOLD,,-0.008695652173912993,2.2142857142857144,10000.0,171.0,166.57142857142858,4.428571428571416,179.85714285714283,0,0.0,0.0
2026-06-01,2474.TW,可成,消費電子工控,223.5,0.5038745568223845,0.49612544317761553,HOLD,,0.0982800982800982,10.142857142857142,10000.0,223.5,203.21428571428572,20.285714285714278,264.07142857142856,0,0.0,0.0
2026-06-01,3081.TWO,聯亞,網通光通訊,2685.0,0.5038388087955252,0.49616119120447477,HOLD,,0.026768642447418722,241.07142857142858,10000.0,2685.0,2202.8571428571427,482.14285714285734,3649.2857142857147,0,0.0,0.0
2026-06-01,6285.TW,啟碁,網通光通訊,314.0,0.5037973970404163,0.49620260295958374,HOLD,,-0.01567398119122254,21.321428571428573,10000.0,314.0,271.35714285714283,42.64285714285717,399.28571428571433,0,0.0,0.0
2026-06-01,2233.TW,宇隆,汽車車電,355.0,0.5037386379204474,0.4962613620795526,HOLD,,0.0056657223796034994,24.357142857142858,10000.0,355.0,306.2857142857143,48.71428571428572,452.42857142857144,0,0.0,0.0
2026-06-01,3653.TW,健策,散熱液冷,3840.0,0.5021707858508256,0.49782921414917436,HOLD,,0.08321579689703817,274.2857142857143,10000.0,3840.0,3291.4285714285716,548.5714285714284,4937.142857142857,0,0.0,0.0
