date,ticker,stock_name,source,title,summary,content,url,sentiment_score,sentiment_label
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,上市公司員工薪酬台積電只排第七 這半導體廠平均薪資衝破620萬元奪冠,臺灣證券交易所公布114年度本國上市公司全體員工薪酬資訊。受惠於全球AI市場需求爆發性增長及台灣科技產業的領先技術發展，去年本國上市公司全體員工平均福利費用達169萬元，相較去年同期顯著成長6.3％；,,https://tw.news.yahoo.com/%E4%B8%8A%E5%B8%82%E5%85%AC%E5%8F%B8%E5%93%A1%E5%B7%A5%E8%96%AA%E9%85%AC%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8F%AA%E6%8E%92%E7%AC%AC%E4%B8%83-%E9%80%99%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%BB%A0%E5%B9%B3%E5%9D%87%E8%96%AA%E8%B3%87%E8%A1%9D%E7%A0%B4620%E8%90%AC%E5%85%83%E5%A5%AA%E5%86%A0-131142716.html,1.0,positive
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,台積電、QQQ賺太慢？他想靠兩招「600萬5年滾成2000萬」 內行人這樣看,[FTNN新聞網]財經中心／綜合報導受惠AI滔天商機來襲，台股與美股近期強勢噴發，不少投資人卻產生嚴重的「錯失恐懼症」（FOMO），急著想讓資產快速翻倍。一名...,,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB-qqq%E8%B3%BA%E5%A4%AA%E6%85%A2-%E4%BB%96%E6%83%B3%E9%9D%A0%E5%85%A9%E6%8B%9B-600%E8%90%AC5%E5%B9%B4%E6%BB%BE%E6%88%902000%E8%90%AC-%E5%85%A7%E8%A1%8C%E4%BA%BA%E9%80%99%E6%A8%A3%E7%9C%8B-130200299.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,台積電才排第七！上市員工薪資榜 日月光人均628萬元奪冠,證交所今（1）日公布114年度本國上市公司員工薪酬統計，員工平均薪資費用第一名不是台積電（2330），而是日月光投控（3711），每人平均628.2萬元，奪冠，護國神山僅排第七。,,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%89%8D%E6%8E%92%E7%AC%AC%E4%B8%83%EF%BC%81%E4%B8%8A%E5%B8%82%E5%93%A1%E5%B7%A5%E8%96%AA%E8%B3%87%E6%A6%9C-%E6%97%A5%E6%9C%88%E5%85%89%E4%BA%BA%E5%9D%87628%E8%90%AC%E5%85%83%E5%A5%AA%E5%86%A0-123611787.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,3巨頭聯手！輝達攜台積電聯發科打造N1X晶片「成交額合破1600億元」 黃仁勳盛讚：史上最驚艷,[FTNN新聞網]記者邱梓欣／綜合報導受惠美股上週五刷下新高，以及輝達執行長黃仁勳在台演講的消息激勵下，台股今（1）日開高走高，加權指數終場大漲604.97點，...,,https://tw.stock.yahoo.com/news/3%E5%B7%A8%E9%A0%AD%E8%81%AF%E6%89%8B-%E8%BC%9D%E9%81%94%E6%94%9C%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%81%AF%E7%99%BC%E7%A7%91%E6%89%93%E9%80%A0n1x%E6%99%B6%E7%89%87-%E6%88%90%E4%BA%A4%E9%A1%8D%E5%90%88%E7%A0%B41600%E5%84%84%E5%85%83-%E9%BB%83%E4%BB%81%E5%8B%B3%E7%9B%9B%E8%AE%9A-%E5%8F%B2%E4%B8%8A%E6%9C%80%E9%A9%9A%E8%89%B7-121500806.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,賣房子小賺 買台積電大賺！皇翔靠這3檔飆股比本業多賺2.6億,近年房地產推案受大環境影響，但皇翔建設卻透過投資台積電、台達電與南亞科等股票，2025年大賺約9.48億元，相較去年淨利6.81億元，投資股票比本業還賺錢。皇翔1日召開股東會，董事長廖年吉因有事不克出,,https://tw.news.yahoo.com/%E8%B3%A3%E6%88%BF%E5%AD%90%E5%B0%8F%E8%B3%BA-%E8%B2%B7%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%A4%A7%E8%B3%BA-%E7%9A%87%E7%BF%94%E9%9D%A0%E9%80%993%E6%AA%94%E9%A3%86%E8%82%A1%E6%AF%94%E6%9C%AC%E6%A5%AD%E5%A4%9A%E8%B3%BA2-6%E5%84%84-114936990.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,迎AI爆炸性成長需求 台積電：矽光子漸成熟將量產,今（1）日台、日、韓3國股市同步上演超級大紅盤，創下歷史新高。台股大漲604點，首度強勢站上4萬5000點大關。日經指數也是上漲604點；韓股則是狂飆312點，收在8788點。台積電參加輝達GTC暖場,,https://tw.news.yahoo.com/%E8%BF%8Eai%E7%88%86%E7%82%B8%E6%80%A7%E6%88%90%E9%95%B7%E9%9C%80%E6%B1%82-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E7%9F%BD%E5%85%89%E5%AD%90%E6%BC%B8%E6%88%90%E7%86%9F%E5%B0%87%E9%87%8F%E7%94%A2-113537775.html,1.0,positive
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,上市公司員工平均年薪145.6萬創高 台積電409萬排第7、聯發科463萬居前段班,證交所今（1）日公布114年度國內上市公司員工薪酬統計，全體上市公司平均員工薪資達145.6萬元，年增6.6%；若加計勞健保、退休金及其他福利支出，平均福利費用達169萬元，較去年成長6.3%，顯示企,,https://tw.news.yahoo.com/%E4%B8%8A%E5%B8%82%E5%85%AC%E5%8F%B8%E5%93%A1%E5%B7%A5%E5%B9%B3%E5%9D%87%E5%B9%B4%E8%96%AA145-6%E8%90%AC%E5%89%B5%E9%AB%98-%E5%8F%B0%E7%A9%8D%E9%9B%BB409%E8%90%AC%E5%85%83%E6%8E%92%E7%AC%AC7-%E8%81%AF%E7%99%BC%E7%A7%91463%E8%90%AC%E5%85%83%E5%B1%85%E5%89%8D%E6%AE%B5%E7%8F%AD-113357601.html,1.0,positive
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,徐國勇嗆「台股4萬點，年輕人沒間接受益嗎？」 民眾黨：不知人間疾苦,台股飆破4萬5千點，當賴政府不斷吹捧股市幾萬點、人均GDP超越日韓時，讓那些薪水趕不上房價、便當漲價的升斗小民感到更深的焦慮與憤怒。網路有一群年輕人抱怨：「股市4萬多點跟我有什麼關係？我又沒錢買台積電,,https://tw.news.yahoo.com/%E5%BE%90%E5%9C%8B%E5%8B%87%E5%97%86-%E5%8F%B0%E8%82%A14%E8%90%AC%E9%BB%9E-%E5%B9%B4%E8%BC%95%E4%BA%BA%E6%B2%92%E9%96%93%E6%8E%A5%E5%8F%97%E7%9B%8A%E5%97%8E-%E6%B0%91%E7%9C%BE%E9%BB%A8-%E4%B8%8D%E7%9F%A5%E4%BA%BA%E9%96%93%E7%96%BE%E8%8B%A6-113136663.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,AI背板股》高通點將台積電領軍 25家台廠供應鏈一次看,台北國際電腦展（COMPUTEX）主題演講開跑，高通（Qualcomm）執行長艾蒙（Cristiano Amon）擔任開幕大來賓，首秀自家供應鏈背板，將台積電擺在最顯眼位置，並一口氣點名25家台廠夥伴,,https://tw.news.yahoo.com/ai%E8%83%8C%E6%9D%BF%E8%82%A1-%E9%AB%98%E9%80%9A%E9%BB%9E%E5%B0%87%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%98%E8%BB%8D-25%E5%AE%B6%E5%8F%B0%E5%BB%A0%E4%BE%9B%E6%87%89%E9%8F%88-%E6%AC%A1%E7%9C%8B-111252954.html,0.0,neutral
2026-06-01,2330.TW,台積電,Yahoo股市-台股動態,東海大學三度直播黃仁勳GTC Taipei演講 東海緊鄰台積電登黃仁勳演講背板全校嗨翻,面對全球生成式AI浪潮快速崛起，東海大學1日連續第三年同步連線直播NVIDIA（輝達）創辦人暨執行長黃仁勳的主題演講。本次演講聚焦於代理與推理AI、科學領域AI、物理AI與機器人技術等前沿發展，東海大,,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A4%A7%E5%AD%B8%E4%B8%89%E5%BA%A6%E7%9B%B4%E6%92%AD%E9%BB%83%E4%BB%81%E5%8B%B3gtc-taipei%E6%BC%94%E8%AC%9B-%E6%9D%B1%E6%B5%B7%E7%B7%8A%E9%84%B0%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%99%BB%E9%BB%83%E4%BB%81%E5%8B%B3%E6%BC%94%E8%AC%9B%E8%83%8C%E6%9D%BF%E5%85%A8%E6%A0%A1%E5%97%A8%E7%BF%BB-103344120.html,0.0,neutral
