selected_model,accuracy,roc_auc,cagr,sharpe,max_drawdown,total_return
extra_trees,0.5426976249556895,0.5375524021618379,-0.23130327882604707,-1.5926129096172468,-0.2764633227968555,-0.2764633227968555
